run_date,store,domain,type,title,handle,url,rank_now,rank_before,delta,pct_gain,weighted_score,climb_streak_days,price,vendor,product_created,image
2026-09-15,Jessica by Bee,jessicabybee.com,stijger,Fair Isle Crew-Neck Jumper with Geometric Pattern,fair-isle-crew-neck-jumper-with-geometric-pattern,https://jessicabybee.com/products/fair-isle-crew-neck-jumper-with-geometric-pattern,283,361,78,21.6,4.64,1,39.95,Jessica By Bee,2026-09-05,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/12528ef40fa4e6182050b2cb43d8e7c9.jpg?v=1788441987
2026-09-15,Jessica by Bee,jessicabybee.com,stijger,Lana | Long Sleeve Turtleneck Defined Waist Midi Dress,lana-long-sleeve-turtleneck-defined-waist-midi-dress,https://jessicabybee.com/products/lana-long-sleeve-turtleneck-defined-waist-midi-dress,277,350,73,20.9,4.39,1,34.95,Jessica By Bee,2026-07-06,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/1_b13384c2-b9e5-4f8e-87e8-673e95049b1d.png?v=1783330856
2026-09-15,Jessica by Bee,jessicabybee.com,stijger,Women's Mary Jane Shoes Round Toe Single Strap Low Block Heel,womens-mary-jane-shoes-round-toe-single-strap-low-block-heel,https://jessicabybee.com/products/womens-mary-jane-shoes-round-toe-single-strap-low-block-heel,284,315,31,9.8,1.84,0,59.95,Jessica By Bee,2026-09-03,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/S24675906a06948c18f290b9dcd036ae8j.webp?v=1787554397
2026-09-15,Jessica by Bee,jessicabybee.com,stijger,Hugo | Garden Dot Midi Dress,hugo-garden-dot-midi-dress,https://jessicabybee.com/products/hugo-garden-dot-midi-dress,295,326,31,9.5,1.8,1,34.95,Jessica By Bee,2026-07-06,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/1_e1ef3632-cbd3-4df8-9732-bb91aef7c064.png?v=1783331148
2026-09-15,Jessica by Bee,jessicabybee.com,stijger,Isla | Pleated Full Skirt Turtleneck Maxi Dress,camille-ruched-velvet-midi-dress-copy,https://jessicabybee.com/products/camille-ruched-velvet-midi-dress-copy,183,204,21,10.3,1.55,2,34.95,Jessica By Bee,2026-07-06,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/dvdv_7.png?v=1783331545
2026-09-15,Leon Boutique,leonboutique.co,stijger,Felix | Herren Vintage Klassische Hose mit Hoher Taille und Falten,felix-herren-vintage-klassische-hose-mit-hoher-taille-und-falten,https://leonboutique.co/products/felix-herren-vintage-klassische-hose-mit-hoher-taille-und-falten,236,251,15,6.0,0.98,1,59.95,Fjorden Mode,2026-08-06,https://cdn.shopify.com/s/files/1/0873/5080/4829/files/Mens-Vintage-Pleated-Trousers-High-Waist-Tailored-Fit.webp?v=1771085945
2026-09-15,Leon Boutique,leonboutique.co,stijger,"Doris | Damen Lässiges Langarmshirt, Enganliegend",doris-damen-lassiges-langarmshirt-enganliegend,https://leonboutique.co/products/doris-damen-lassiges-langarmshirt-enganliegend,241,254,13,5.1,0.84,2,37.95,Fjorden Mode,2026-08-06,https://cdn.shopify.com/s/files/1/0873/5080/4829/files/1_7323cd14-70dc-4317-a567-602dee91ed05_720x-Photoroom.jpg?v=1763212493
2026-09-15,Leon Boutique,leonboutique.co,stijger,Women S Midi Wrap Dress Elegant Silhouette For All Occasions,women-s-midi-wrap-dress-elegant-silhouette-for-all-occasions,https://leonboutique.co/products/women-s-midi-wrap-dress-elegant-silhouette-for-all-occasions,293,304,11,3.6,0.64,1,,,,
2026-09-15,Leon Boutique,leonboutique.co,stijger,Elfriede | Damen ärmelloses Plissee-Midi-Kleid mit drapiertem Rundhals,elfriede-elegantes-plissee-midi-kleid-fr-hochzeitsgste-im-herbst,https://leonboutique.co/products/elfriede-elegantes-plissee-midi-kleid-fr-hochzeitsgste-im-herbst,300,311,11,3.5,0.64,1,67.95,Leon Boutique,2026-07-22,https://cdn.shopify.com/s/files/1/0873/5080/4829/files/elegantes-plissee-midi-kleid-fr-hochzeitsgste-im-herbst-2.jpg?v=1784609464
2026-09-15,Made by Jessica,madebyjessica.store,stijger,Backless Tankini Set Womens Stylish Two Piece Swimwear,backless-tankini-set-womens-stylish-two-piece-swimwear,https://madebyjessica.store/products/backless-tankini-set-womens-stylish-two-piece-swimwear,273,485,212,43.7,12.83,1,,,,
2026-09-15,Made by Jessica,madebyjessica.store,stijger,Sporty Two Piece Swim Dress For Women Tankini Skirt Set,sporty-two-piece-swim-dress-for-women-tankini-skirt-set,https://madebyjessica.store/products/sporty-two-piece-swim-dress-for-women-tankini-skirt-set,151,189,38,20.1,3.09,1,,,,
2026-09-15,Made by Jessica,madebyjessica.store,stijger,Women's Velvet Evening Dress with Relaxed Fit and Soft Fabric,womens-velvet-evening-dress-with-relaxed-fit-and-soft-fabric,https://madebyjessica.store/products/womens-velvet-evening-dress-with-relaxed-fit-and-soft-fabric,180,214,34,15.9,2.53,0,54.95,Made by Jessica,2026-07-06,https://cdn.shopify.com/s/files/1/0874/8846/3176/files/2671c47c74e10674b6c6988e1cda8b06_560x_118dc904-87da-4f6e-ac68-415ed7289ad4.jpg?v=1783334802
2026-09-15,Redlich & Becker,redlich-becker.de,nieuw,Damen Blazer Und Midi Rock Set R B 5Qevpxckga R7K5O3,damen-blazer-und-midi-rock-set-r-b-5qevpxckga-r7k5o3,https://redlich-becker.de/products/damen-blazer-und-midi-rock-set-r-b-5qevpxckga-r7k5o3,46,,,,,,,,,
