run_date,store,domain,type,title,handle,url,rank_now,rank_before,delta,pct_gain,weighted_score,climb_streak_days,price,vendor,product_created,image
2026-09-05,Avery Lane Brighton,averylanebrighton.com,stijger,Liah Orthopaedic Boots,liah-orthopaedic-boots,https://averylanebrighton.com/products/liah-orthopaedic-boots,264,292,28,9.6,1.72,4,,,,
2026-09-05,Avery Lane Brighton,averylanebrighton.com,stijger,Olivia Elegant Leather Shoulder Bag,olivia-elegant-leather-shoulder-bag,https://averylanebrighton.com/products/olivia-elegant-leather-shoulder-bag,291,319,28,8.8,1.64,4,,,,
2026-09-05,Avery Lane Brighton,averylanebrighton.com,stijger,Cay | Orthopaedic Boots,cay-orthopaedic-boots,https://averylanebrighton.com/products/cay-orthopaedic-boots,198,223,25,11.2,1.78,2,29.95,Avery Lane Brighton,2026-07-06,https://cdn.shopify.com/s/files/1/0739/9948/2949/files/S2503af048b114b97a52afaca62290f11e_1800x1800_02333124-f1ef-4f12-bdd7-21a8ae9c993a.jpg?v=1783337607
2026-09-05,Avery Lane Brighton,averylanebrighton.com,stijger,Melissa Orthopaedic Loafers,melissa-orthopaedic-loafers,https://averylanebrighton.com/products/melissa-orthopaedic-loafers,227,248,21,8.5,1.39,3,,,,
2026-09-05,Avery Lane Brighton,averylanebrighton.com,stijger,Talen Orthopaedic Boots,talen-orthopaedic-boots,https://averylanebrighton.com/products/talen-orthopaedic-boots,85,104,19,18.3,2.06,4,,,,
2026-09-05,By Emilia Rose,byemiliarose.com,stijger,Women S V Neck Cami Top With Spaghetti Straps,women-s-v-neck-cami-top-with-spaghetti-straps,https://byemiliarose.com/products/women-s-v-neck-cami-top-with-spaghetti-straps,188,260,72,27.7,5.25,3,,,,
2026-09-05,By Emilia Rose,byemiliarose.com,stijger,Women’s Dress with High Neckline and Long Sleeves,women-s-dress-with-high-neckline-and-long-sleeves,https://byemiliarose.com/products/women-s-dress-with-high-neckline-and-long-sleeves,156,224,68,30.4,5.44,2,63.0,Emilia Melbourne,2026-07-10,https://cdn.shopify.com/s/files/1/0898/4746/4277/files/Women_sDresswithHighNecklineandLongSleeves_1.png?v=1783333584
2026-09-05,By Emilia Rose,byemiliarose.com,stijger,Women's Leather Heels with Buckle Fastening and Cushioned Sole,womens-leather-heels-with-buckle-fastening-and-cushioned-sole,https://byemiliarose.com/products/womens-leather-heels-with-buckle-fastening-and-cushioned-sole,213,271,58,21.4,3.97,1,56.0,Emilia Rose,2026-07-08,https://cdn.shopify.com/s/files/1/0898/4746/4277/files/Women_sLeatherHeelswithBuckleFasteningandCushionedSole_1.jpg?v=1783335855
2026-09-05,By Emilia Rose,byemiliarose.com,stijger,Women’s Blouse with V-Neck and Short Sleeves,women-s-blouse-with-v-neck-and-short-sleeves,https://byemiliarose.com/products/women-s-blouse-with-v-neck-and-short-sleeves,207,261,54,20.7,3.75,0,59.0,Emilia Melbourne,2026-07-10,https://cdn.shopify.com/s/files/1/0898/4746/4277/files/Women_sBlousewithV-NeckandShortSleeves_1.png?v=1783335685
2026-09-05,By Emilia Rose,byemiliarose.com,stijger,Women S Utility Jacket With Double Breasted Closure And Belt,women-s-utility-jacket-with-double-breasted-closure-and-belt,https://byemiliarose.com/products/women-s-utility-jacket-with-double-breasted-closure-and-belt,57,99,42,42.4,5.56,3,,,,
2026-09-05,Jessica by Bee,jessicabybee.com,stijger,Faelina | Sleeveless Keyhole Ruched Midi Dress,faelina-sleeveless-keyhole-ruched-midi-dress,https://jessicabybee.com/products/faelina-sleeveless-keyhole-ruched-midi-dress,281,337,56,16.6,3.34,2,34.95,Jessica By Bee,2026-07-06,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/1_2d9f60bd-4d9b-4bf8-b57b-11e2b942b211.png?v=1783331599
2026-09-05,Jessica by Bee,jessicabybee.com,stijger,Ramse | Short Sleeve Oversized Top And Wide Leg Pants Set,ramse-short-sleeve-oversized-top-and-wide-leg-pants-set,https://jessicabybee.com/products/ramse-short-sleeve-oversized-top-and-wide-leg-pants-set,248,291,43,14.8,2.73,1,39.95,Jessica By Bee,2026-07-06,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/1_e0f594a1-588d-4a90-96dc-1fce693c5f01.png?v=1783330732
2026-09-05,Jessica by Bee,jessicabybee.com,stijger,Siomara | One Shoulder Wide Sleeve Top And Wide Leg Pants Set,siomara-one-shoulder-wide-sleeve-top-and-wide-leg-pants-set,https://jessicabybee.com/products/siomara-one-shoulder-wide-sleeve-top-and-wide-leg-pants-set,298,329,31,9.4,1.8,0,54.95,Jessica By Bee,2026-07-06,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/1_b190ab85-e896-4a64-8c3d-cd6f70019db9.png?v=1783330765
2026-09-05,Jessica by Bee,jessicabybee.com,stijger,Olympas | Halter Bodice Floral Skirt Maxi Dress,olympas-halter-bodice-floral-skirt-maxi-dress,https://jessicabybee.com/products/olympas-halter-bodice-floral-skirt-maxi-dress,147,175,28,16.0,2.31,0,44.95,Jessica By Bee,2026-07-06,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/1_e1d9ea3e-cef0-4ae3-b8b1-e968837cc858.png?v=1783330431
2026-09-05,Jessica by Bee,jessicabybee.com,stijger,Valium | Halter Neck High Side Slit Maxi Dress,valium-halter-neck-high-side-slit-maxi-dress,https://jessicabybee.com/products/valium-halter-neck-high-side-slit-maxi-dress,171,195,24,12.3,1.84,0,34.95,Jessica By Bee,2026-07-06,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/1_f27bc895-79a5-48f0-a02b-282b568b08b2.png?v=1783321325
