run_date,store,domain,type,title,handle,url,rank_now,rank_before,delta,pct_gain,weighted_score,climb_streak_days,price,vendor,product_created,image
2026-09-19,By Seabourne,byseabourne.com,stijger,Ragnelle | Women's Boho Shoulder Bag with Wide Strap,ragnelle-shoulder-bag-with-unique-character,https://byseabourne.com/products/ragnelle-shoulder-bag-with-unique-character,157,173,16,9.2,1.28,1,64.95,SEABOURNE,2025-10-14,https://cdn.shopify.com/s/files/1/0952/6175/3687/files/indigo-vintage-bohemian-handtas-7742624_720x-Photoroom.webp?v=1760375738
2026-09-19,By Seabourne,byseabourne.com,stijger,Elowen | Bloom Grace Swimsuit,elowen-swimsuit,https://byseabourne.com/products/elowen-swimsuit,196,211,15,7.1,1.07,1,74.95,SEABOURNE,2025-10-16,https://cdn.shopify.com/s/files/1/0952/6175/3687/files/b79dc771-81f9-4e95-acdc-9a3b363722fc.png?v=1760552967
2026-09-19,Elle Charleston,elle-charleston.com,stijger,Liza,liza,https://elle-charleston.com/products/liza,275,285,10,3.5,0.6,0,,,,
2026-09-19,Elle Charleston,elle-charleston.com,stijger,Aislynnne | Women's V-Neck Loose-Fit Printed Top with Relaxed Silhouette,aislynnne,https://elle-charleston.com/products/aislynnne,276,286,10,3.5,0.6,1,41.95,Jennifer & John Charleston,2025-11-18,https://cdn.shopify.com/s/files/1/0959/2776/3327/files/Layout2_b9b9dd9b-7f0f-4c2f-903c-cb1a11cfdefc_720x-Photoroom.webp?v=1763350240
2026-09-19,Jessica by Bee,jessicabybee.com,stijger,Women's Hooded Parka Water-Resistant Long Jacket,womens-hooded-parka-water-resistant-long-jacket,https://jessicabybee.com/products/womens-hooded-parka-water-resistant-long-jacket,267,536,269,50.2,16.46,4,59.95,Jessica By Bee,2026-09-14,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/2ce460f4-e231-4390-82d9-75702a170865.jpg?v=1789342180
2026-09-19,Jessica by Bee,jessicabybee.com,stijger,Women's Double-Breasted Wool Coat with Notch Lapels,womens-double-breasted-wool-coat-with-notch-lapels,https://jessicabybee.com/products/womens-double-breasted-wool-coat-with-notch-lapels,285,318,33,10.4,1.95,1,64.95,Jessica By Bee,2026-09-09,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/PicsTemplate22-2025-11-06T165539.244.png?v=1788931870
2026-09-19,Jessica by Bee,jessicabybee.com,stijger,Karys | Casual Fit Soft Dye Midi Dress,karys-casual-fit-soft-dye-midi-dress,https://jessicabybee.com/products/karys-casual-fit-soft-dye-midi-dress,157,178,21,11.8,1.68,1,29.95,Jessica By Bee,2026-07-06,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/1.png?v=1780638049
2026-09-19,Jessica by Bee,jessicabybee.com,stijger,Evadne | V Neck Long Sleeve Embroidered Maxi Dress,evadne-v-neck-long-sleeve-embroidered-maxi-dress,https://jessicabybee.com/products/evadne-v-neck-long-sleeve-embroidered-maxi-dress,223,244,21,8.6,1.41,1,34.95,Jessica By Bee,2026-07-06,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/Thesantorinidays-Evadneimages.png?v=1783330821
2026-09-19,Jessica by Bee,jessicabybee.com,stijger,Evadne | Floral V Neck Short Sleeve Maxi Dress,evadne-embroidered-v-neck-maxi-dress,https://jessicabybee.com/products/evadne-embroidered-v-neck-maxi-dress,221,241,20,8.3,1.35,1,34.95,Jessica By Bee,2026-07-06,https://cdn.shopify.com/s/files/1/0684/9105/1121/files/grr_2_11f7fcd3-165e-47ff-a2b2-3bec4ddd8a07.png?v=1783331429
2026-09-19,Leon Boutique,leonboutique.co,stijger,Sophie Damen Midi Dirndlkleid Mit Spitzenbluse Schnrmieder Blumenstickerei,sophie-damen-midi-dirndlkleid-mit-spitzenbluse-schnrmieder-blumenstickerei,https://leonboutique.co/products/sophie-damen-midi-dirndlkleid-mit-spitzenbluse-schnrmieder-blumenstickerei,288,523,235,44.9,13.85,4,,,,
2026-09-19,Leon Boutique,leonboutique.co,stijger,Moritz Herren Lockere Cord Hose Mit Elastikbund Gerade Passform,moritz-herren-lockere-cord-hose-mit-elastikbund-gerade-passform,https://leonboutique.co/products/moritz-herren-lockere-cord-hose-mit-elastikbund-gerade-passform,272,346,74,21.4,4.49,9,,,,
